#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-30T09:16:54 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ5249414e4699 
#INFO -out.max=9999 
#INFO queryParameters=22 
#-oc.form=sexa
#-out.max=9999
#-out.src=J/A+A/523/A58/table4
#-nav=cat:J/A+A/523/A58&tab:{J/A+A/523/A58/table4}&key:source=J/A+A/523/A58&HTTPPRM:&&-ref=VIZ5249414e4699&-out.max=9999&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambdaO&-out=lambdaT&-out=vl&-out=vu&-out=Omegal&-out=Omegau&-out=Jl&-out=Ju&-out=B&-out=A&-out=sA&-out=El&-out=Dlambda&-out=Blend&-out=Cl&-out=Comment&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/523/A58/table4
#-source=J/A+A/523/A58/table4
#-order=I
#-out=lambdaO
#-out=lambdaT
#-out=vl
#-out=vu
#-out=Omegal
#-out=Omegau
#-out=Jl
#-out=Ju
#-out=B
#-out=A
#-out=sA
#-out=El
#-out=Dlambda
#-out=Blend
#-out=Cl
#-out=Comment
#

#RESOURCE=yCat_35230058
#Name: J/A+A/523/A58
#Title: PDF Atlas and spectra of FeH molecule in LHS 2 (Wende+, 2010)
#Table J_A_A_523_A58_table4:
#Name: J/A+A/523/A58/table4
#Title: FeH line data (see the \aFile{J/A+A/523/A58/fehatlas.pdf}{PDF Atlas} and the \vGraph{J/A+A/523/A58/table2}{--bitmap-size=600x400}{spectra})
#---Details of Columns:
    lambdaO (0.1nm) (F10.4) Observed position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    lambdaT (0.1nm) (F10.4) Theoretical position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    vl              (I1)    Lower vibrational state [ucd=phys.atmol.configuration]
    vu              (I1)    Upper vibrational state [ucd=phys.atmol.configuration]
    Omegal          (F4.1)  Lower {Omega} [ucd=phys.atmol.qn]
    Omegau          (F4.1)  Upper {Omega} [ucd=phys.atmol.qn]
    Jl              (F4.1)  Lower rotational state [ucd=phys.mol.qn]
    Ju              (F4.1)  Upper rotational state [ucd=phys.mol.qn]
    B               (I1)    [1/3] Branch: 1=P-branch, 2=Q-branch, 3=R-branch [ucd=meta.code]
    A (s-1)         (F9.2)  Einstein A value [ucd=phys.atmol.transProb]
    sA              (F8.4)  Scaling factor for A [ucd=arith.factor]
    El (eV)         (F6.3)  Lower level energy [ucd=phys.energy;phys.atmol.level]
    Dlambda (0.1nm) (F7.4)  Position correction [ucd=arith.factor;pos]
    Blend           (F6.3)  Blend fraction [ucd=meta.code]
    Cl              (A2)    Classification of the line (1) [ucd=meta.code.class]
    Comment         (A17)   Comment, if the line is blended by and atomic feature, or if the classification of the line did not agree with the scaling factor of the Einstein A values (class {ne} s_A_) [ucd=meta.note]
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
                                                                          D                                  
lambd      lambd      v v Om   Om                                  E      lambda                             
aO (0.1nm) aT (0.1nm) l u egal egau Jl   Ju   B A (s-1)   sA       l (eV) (0.1nm) Blend  Cl Comment          
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
10112.1530 10112.2360 0 0  2.5  2.5 15.5 15.5 2  21820.74   1.5457  0.220  0.0830  1.000 Q  
10113.1320 10113.1050 1 2  1.5  1.5 32.5 33.5 3 177498.07   0.0450  1.126 -0.0270  1.000 P  
10113.3660 10113.3810 0 0  3.5  3.5  4.5  3.5 1 225995.36   1.2313  0.016  0.0150  0.497 P  
10113.3660 10113.3910 0 0  3.5  3.5  4.5  3.5 1 225959.86   1.2313  0.016  0.0250  0.497 P  
10113.6840 10113.6780 0 0  0.5  0.5 15.5 16.5 3 490622.41   0.8762  0.315 -0.0060  0.839 P  
10113.6840 10113.6880 2 3  1.5  1.5 21.5 20.5 1 176311.63   0.8762  0.863  0.0040  0.102 P  
10113.6840 10113.7080 3 4  1.5  1.5 14.5 13.5 1 144345.94   0.8762  0.853  0.0240  0.060 P  
10113.8600 10114.0050 0 0  1.5  1.5 12.5 12.5 2  14228.86   3.3907  0.194  0.1450  1.000 Q  
10114.6940 10114.6900 0 0  3.5  2.5 22.5 21.5 1  17088.96   1.7271  0.376 -0.0040  1.000 Q  blended with'Cr1'
10114.9870 10115.0080 0 0  2.5  2.5  8.5  7.5 1 479674.86   0.7212  0.086  0.0210  1.000 R  
10115.6640 10115.7240 2 3  3.5  3.5 24.5 23.5 1 171918.07   1.1083  0.862  0.0600  1.000 P  
10117.9320 10117.9450 0 0  0.5  0.5 15.5 16.5 3 490663.81   0.7779  0.315  0.0130  0.981 P  
10118.7060 10118.7540 0 0  3.5  3.5 18.5 18.5 2  27661.90   0.1690  0.252  0.0480  1.000 Q  
10119.1000 10119.1120 0 0  2.5  2.5  8.5  7.5 1 479329.31   1.1002  0.086  0.0120  1.000 R  class {ne} s_A_
10119.2810 10119.2040 0 0  3.5  3.5 29.5 30.5 3 485510.04   0.2328  0.645 -0.0770  1.000 P  
10119.6730 10119.6960 0 0  1.5  1.5 20.5 21.5 3 490844.69   0.6597  0.416  0.0230  1.000 P  
10120.2940 10120.3200 0 0  1.5  1.5  7.5  6.5 1 517205.08   0.8630  0.108  0.0260  0.997 R  
10120.4760 10120.5050 2 3  2.5  3.5 16.5 15.5 1   7388.15   3.7455  0.667  0.0290  1.000 Q  
10121.5320 10121.5800 0 0  3.5  3.5  5.5  4.5 1 331783.71   0.9383  0.023  0.0480  0.493 P  
10121.5320 10121.5800 0 0  3.5  3.5  5.5  4.5 1 331708.38   0.9383  0.023  0.0480  0.493 P  
10121.6150 10121.7140 1 2  2.5  3.5 32.5 33.5 3   4701.76 464.8877  1.052  0.0990  0.592 Q  
10122.2270 10122.3280 3 4  2.5  2.5 25.5 26.5 3 134701.11   4.1731  1.134  0.1010  1.000 P  
10123.0130 10123.0760 2 3  1.5  1.5 23.5 22.5 1 177858.10   2.2528  0.925  0.0630  1.000 Pb 
10123.4810 10123.5270 3 4  2.5  2.5 24.5 25.5 3 134117.78   1.0020  1.094  0.0460  1.000 P  
10124.2220 10124.2450 0 0  3.5  2.5 23.5 22.5 1  17401.60   2.3879  0.407  0.0230  1.000 Q  
10126.5920 10126.6130 0 0  2.5  2.5 24.5 25.5 3 481454.39   0.6740  0.505  0.0210  0.994 P  
10126.8040 10126.8280 0 0  0.5  0.5  5.5  4.5 1 553221.92   1.2281  0.118  0.0240  1.000 P  
10127.5690 10127.4540 2 3  2.5  2.5 24.5 23.5 1 169911.40   0.4462  0.910 -0.1150  0.430 P  
10127.5690 10127.4850 0 0  3.5  3.5 18.5 18.5 2  27645.88   0.4462  0.253 -0.0840  0.570 Q  
10129.5660 10129.4540 3 4  3.5  3.5 24.5 25.5 3 134614.87   1.0020  1.047 -0.1120  1.000 P  
10130.0500 10130.0800 0 0  3.5  3.5  6.5  5.5 1 388674.78   0.8889  0.032  0.0300  0.492 P  
10130.0500 10130.1730 0 0  3.5  3.5  6.5  5.5 1 388561.01   0.8889  0.032  0.1230  0.492 P  
10131.9950 10132.0720 3 4  2.5  2.5 15.5 14.5 1 136886.31   0.2584  0.838  0.0770  1.000 P  
10132.2960 10132.2870 0 0  2.5  2.5 16.5 16.5 2  19153.70   1.0953  0.245 -0.0090  1.000 Q  
10132.5950 10132.5640 0 0  1.5  1.5 12.5 12.5 2  14228.23   0.9377  0.196 -0.0310  1.000 Q  
10135.3330 10135.3680 0 0  1.5  1.5  8.5  7.5 1 517492.86   0.6579  0.121  0.0350  0.999 R  
10135.8190 10135.9230 2 3  1.5  1.5 32.5 33.5 3 172874.26   2.9572  1.304  0.1040  1.000 Pb 
10136.3560 10136.3750 0 0  2.5  2.5  9.5  8.5 1 484015.68   0.7283  0.100  0.0190  0.996 R  
10137.6820 10137.6900 0 0  0.5  0.5 16.5 17.5 3 491725.53   0.7715  0.343  0.0080  1.000 P  
10138.3700 10138.7180 0 0  0.5  0.5  5.5  4.5 1 553204.10   1.0050  0.120  0.3480  0.928 P  
10138.3700 10138.7900 0 0  1.5  1.5 13.5 13.5 2  12379.28   1.0050  0.216  0.4200  0.072 Q  
10139.1570 10139.1700 0 0  3.5  3.5  7.5  6.5 1 422146.71   0.9886  0.042  0.0130  0.998 R  
10139.4100 10139.4170 0 0  3.5  3.5  7.5  6.5 1 421999.54   1.1031  0.042  0.0070  1.000 R  class {ne} s_A_
10140.5680 10140.5580 1 2  3.5  3.5 29.5 28.5 1 178449.36   1.2147  0.864 -0.0100  0.976 P  
10140.9750 10140.9900 0 0  0.5  0.5 16.5 17.5 3 491786.24   0.7278  0.344  0.0150  0.995 P  
10142.2750 10142.4920 1 2  3.5  3.5 35.5 36.5 3 174196.88   1.5610  1.152  0.2170  1.000 P  
10142.7850 10142.8000 0 0  2.5  2.5  9.5  8.5 1 483650.16   0.8264  0.101  0.0150  0.994 P  
10143.2090 10143.1810 3 4  2.5  2.5 15.5 14.5 1 136511.56   0.3884  0.837 -0.0280  0.807 P  
10143.2090 10143.1910 0 0  0.5  0.5  9.5  9.5 2   4374.91   0.3884  0.178 -0.0180  0.193 Q  
10143.5760 10143.6440 3 4  0.5  0.5 23.5 24.5 3 140397.38   0.7071  1.153  0.0680  1.000 P  
10144.8780 10144.9200 0 1  1.5  1.5 33.5 32.5 1 136549.43   0.6241  0.951  0.0420  0.695 P  
10144.8780 10144.9820 2 3  3.5  3.5 34.5 35.5 3 169690.31   0.6241  1.280  0.1040  0.305 P  
10145.3180 10145.3420 3 4  1.5  1.5 15.5 14.5 1 144332.88   0.6106  0.878  0.0240  1.000 P  
10145.5770 10145.6200 0 0  3.5  3.5 19.5 19.5 2  24581.44   0.4999  0.282  0.0430  1.000 Q  
10146.7660 10146.6390 0 0  3.5  3.5 20.5 20.5 2  21983.81   3.0096  0.310 -0.1270  1.000 Q  
10146.9550 10146.8250 3 4  3.5  3.5 14.5 13.5 1 135499.67   1.6391  0.778 -0.1300  1.000 P  
10147.2180 10147.3290 0 0  3.5  2.5 23.5 22.5 1  16797.58   2.6965  0.410  0.1110  1.000 Q  
10148.2080 10148.0500 1 2  0.5  0.5 34.5 35.5 3 183090.12   0.0014  1.282 -0.1580  1.000 P  blended with'Ti1'
10149.1000 10149.1000 0 0  3.5  3.5  8.5  7.5 1 443114.79   1.3754  0.053  0.0000  0.537 R  class {ne} s_A_
10149.5610 10149.5850 0 0  3.5  3.5  8.5  7.5 1 442941.22   0.8915  0.053  0.0240  0.999 R  
10150.0250 10150.0480 0 0  1.5  1.5  8.5  7.5 1 517332.33   0.7369  0.122  0.0230  1.000 R  
10151.2030 10151.3880 0 1  1.5  1.5 34.5 33.5 1 137408.07   1.8242  1.001  0.1850  1.000 P  
10151.9630 10152.0060 0 0  3.5  3.5 30.5 31.5 3 486148.35   0.6061  0.688  0.0430  0.995 Pb class {ne} s_A_
10156.0950 10156.1410 0 0  2.5  2.5 25.5 26.5 3 482049.47   0.4610  0.544  0.0460  1.000 Pb class {ne} s_A_
10156.3540 10156.2750 0 1  2.5  2.5 35.5 34.5 1 130954.94   0.1154  0.984 -0.0790  0.607 P  
10156.3540 10156.2950 0 0  3.5  2.5 24.5 23.5 1  17203.22   0.1154  0.442 -0.0590  0.393 Q  
10156.7610 10156.8010 0 0  0.5  0.5  6.5  5.5 1 546183.38   0.6514  0.131  0.0400  0.997 P  
10158.8860 10158.8950 0 0  2.5  2.5 10.5  9.5 1 486597.48   0.5413  0.116  0.0090  0.993 P  
10160.0530 10160.0620 0 0  3.5  3.5  9.5  8.5 1 456876.42   0.9693  0.066  0.0090  0.997 R  
10160.3870 10160.3920 3 4  0.5  0.5 14.5 13.5 1 148198.85   0.0616  0.895  0.0050  0.313 P  
10160.3870 10160.4440 1 2  0.5  0.5 26.5 25.5 1 189091.05   0.0616  0.902  0.0570  0.687 P  
10160.8600 10160.8770 0 0  3.5  3.5  9.5  8.5 1 456685.55   0.9438  0.066  0.0170  0.986 R  
10161.0930 10161.0840 0 0  2.5  2.5 16.5 16.5 2  19129.51   1.1064  0.248 -0.0090  1.000 Q  
10163.5500 10163.6140 1 1  3.5  2.5  5.5  4.5 1   4054.64   0.8166  0.241  0.0640  1.000 Q  
10163.7450 10163.7480 0 0  0.5  0.5 17.5 18.5 3 492723.12   0.6698  0.373  0.0030  0.993 P  
10164.7560 10164.7810 0 0  1.5  1.5  9.5  8.5 1 517145.98   1.2659  0.137  0.0250  1.000 P  
10164.9430 10165.0190 1 2  3.5  3.5 31.5 30.5 1 180754.42   0.5882  0.944  0.0760  0.642 P  
10164.9430 10165.0400 1 2  0.5  0.5 31.5 32.5 3 182257.52   0.5882  1.141  0.0970  0.358 P  
10167.1420 10167.3130 0 0  0.5  0.5  6.5  5.5 1 546172.78   0.9510  0.132  0.1710  1.000 P  
10167.3390 10167.4270 0 0  3.5  3.5 21.5 21.5 2  19747.12   0.7304  0.341  0.0880  1.000 Q  
10167.9650 10167.9850 0 0  2.5  2.5 10.5  9.5 1 486229.33   0.7206  0.118  0.0200  1.000 R  
10171.8920 10171.9780 2 3  3.5  3.5 25.5 24.5 1 172095.92   0.1809  0.898  0.0860  0.446 P  
10171.8920 10171.9980 3 4  3.5  3.5 15.5 14.5 1 136225.94   0.1809  0.800  0.1060  0.310 P  
10171.8920 10172.0710 3 4  0.5  0.5 14.5 13.5 1 148196.49   0.1809  0.893  0.1790  0.228 P  
10172.1720 10172.1950 0 0  3.5  3.5 10.5  9.5 1 466247.41   0.8915  0.081  0.0230  1.000 R  
10172.3770 10172.2780 1 1  3.5  2.5  6.5  5.5 1   4930.50   8.4527  0.249 -0.0990  1.000 Q  
10172.7160 10172.7540 0 0  2.5  1.5 20.5 19.5 1   6254.11   4.1572  0.365  0.0380  1.000 Q  
10173.2850 10173.3020 2 3  0.5  0.5 31.5 32.5 3 175266.51   0.0585  1.320  0.0170  1.000 Pb class {ne} s_A_
10173.5020 10173.5090 0 0  3.5  3.5 10.5  9.5 1 466049.36   1.0087  0.081  0.0070  1.000 R  class {ne} s_A_
10173.7980 10173.8610 0 0  0.5  0.5 17.5 18.5 3 492801.08   0.5117  0.373  0.0630  1.000 P  
10174.7780 10174.6060 0 0  0.5  0.5 20.5 21.5 3 495305.98   0.3455  0.459 -0.1720  1.000 P  
10175.2110 10174.7930 0 0  2.5  1.5 21.5 20.5 1   6550.90   3.6823  0.393 -0.4180  1.000 Q  
10176.4860 10176.5430 1 2  1.5  1.5 28.5 27.5 1 185147.22   0.7349  0.929  0.0570  1.000 P  
10180.4470 10180.4590 0 0  1.5  1.5 22.5 23.5 3 492131.19   0.5647  0.487  0.0120  1.000 P  
10180.8480 10180.7900 0 1  3.5  3.5 35.5 34.5 1 133881.42   0.1310  0.942 -0.0580  1.000 P  
10181.2520 10181.2670 0 0  1.5  1.5  9.5  8.5 1 516985.64   0.5579  0.139  0.0150  1.000 R  
10181.8740 10181.9000 3 4  0.5  0.5 25.5 26.5 3 140624.21   2.4228  1.231  0.0260  0.732 P  
10181.8740 10181.9620 1 1  3.5  2.5  7.5  6.5 1   6039.29   2.4228  0.259  0.0880  0.268 Q  
10182.2630 10182.2310 0 0  3.5  2.5 24.5 23.5 1  16486.66   1.9426  0.446 -0.0320  1.000 Q  
10182.6940 10182.6770 0 0  2.5  2.5 11.5 10.5 1 488136.97   0.4146  0.134 -0.0170  0.964 R  
10182.6940 10182.7080 1 2  2.5  2.5 38.5 39.5 3 175944.55   0.4146  1.360  0.0140  0.036 P  
10185.3010 10185.3320 0 0  2.5  2.5 27.5 28.5 3 483107.73   0.0460  0.618  0.0310  0.997 P  
10185.6440 10185.6750 0 0  3.5  3.5 11.5 10.5 1 472830.09   0.8633  0.097  0.0310  0.921 R  
10185.6440 10185.6950 2 3  1.5  1.5 24.5 23.5 1 177739.23   0.8633  0.961  0.0510  0.079 P  
10186.1920 10185.9760 0 0  2.5  2.5 17.5 17.5 2  16914.04   1.2125  0.275 -0.2160  0.687 Q  
10186.1920 10186.0690 0 1  0.5  0.5 39.5 40.5 3 136364.08   1.2125  1.357 -0.1230  0.273 P  
10187.6560 10187.6360 3 4  1.5  1.5 26.5 27.5 3 139143.53   0.7645  1.220 -0.0200  0.032 P  
10187.6560 10187.6570 0 0  3.5  3.5 11.5 10.5 1 472635.74   0.7645  0.097  0.0010  0.968 R  
10187.8550 10187.9060 0 0  2.5  2.5 26.5 27.5 3 481038.41   0.5921  0.578  0.0510  1.000 P  
10189.3410 10189.3690 0 0  0.5  0.5  7.5  6.5 1 541012.03   0.6946  0.144  0.0280  0.808 R  
10190.4670 10190.5010 0 0  3.5  2.5 25.5 24.5 1  16997.61   2.9545  0.479  0.0340  1.000 Q  
10191.4980 10191.6330 2 3  2.5  2.5 29.5 30.5 3 163307.42   0.8074  1.136  0.1350  1.000 P  
10191.8490 10191.8200 0 0  0.5  0.5 18.5 19.5 3 493627.16   0.6331  0.404 -0.0290  1.000 P  
10192.0710 10192.1840 1 1  3.5  2.5  8.5  7.5 1   6890.59   4.0450  0.271  0.1130  1.000 Q  
10194.6700 10194.7090 0 0  2.5  2.5 11.5 10.5 1 487784.19   0.6177  0.136  0.0390  0.986 R  
10196.1840 10196.2160 0 0  1.5  1.5 10.5  9.5 1 516585.93   0.6122  0.154  0.0320  1.000 P  
10196.4570 10196.3510 0 0  1.5  1.5 25.5 26.5 3 493919.80   0.0867  0.590 -0.1060  1.000 P  
10197.5550 10197.5880 2 3  2.5  2.5 34.5 35.5 3 167844.98   3.4109  1.340  0.0330  1.000 Pb 
10197.8770 10198.2330 0 0  0.5  0.5  7.5  6.5 1 541008.25   0.7763  0.145  0.3560  0.999 R  blended with'Fe1'
10200.5870 10200.6050 0 0  3.5  3.5 12.5 11.5 1 477585.11   0.8048  0.115  0.0180  1.000 P  
10201.7120 10201.6560 3 4  0.5  0.5 15.5 14.5 1 147883.68   1.2335  0.918 -0.0560  1.000 P  
10202.5730 10202.5820 3 4  1.5  1.5 16.5 15.5 1 143970.19   0.8107  0.900  0.0090  1.000 P  
10203.2430 10203.3010 1 1  3.5  2.5  9.5  8.5 1   7673.10   0.0649  0.284  0.0580  1.000 Q  
10203.4250 10203.4570 0 0  3.5  3.5 12.5 11.5 1 477405.78   0.8407  0.115  0.0320  0.999 R  
10203.8480 10203.9670 0 0  2.5  2.5 19.5 19.5 2  13502.52   1.3316  0.329  0.1190  1.000 Q  
10205.0510 10205.1230 0 0  0.5  0.5 18.5 19.5 3 493719.74   0.4391  0.404  0.0720  1.000 P  
10207.8480 10207.8730 0 0  2.5  2.5 12.5 11.5 1 489053.69   0.5774  0.153  0.0250  0.983 P  
10208.8740 10208.9360 3 4  3.5  3.5 16.5 15.5 1 136646.34   1.2665  0.823  0.0620  1.000 P  
10212.9840 10212.9500 0 0  3.5  3.5 22.5 22.5 2  17814.45   0.3938  0.376 -0.0340  1.000 Q  
10213.9370 10213.9310 0 0  1.5  1.5 10.5  9.5 1 516431.09   0.9804  0.156 -0.0060  1.000 P  
10214.1380 10214.0560 0 0  1.5  1.5 23.5 24.5 3 492650.90   0.3267  0.524 -0.0820  1.000 P  
10215.2120 10215.2040 2 3  3.5  3.5 35.5 36.5 3 169834.11   1.9917  1.329 -0.0080  1.000 P  
10215.5660 10215.6840 2 3  3.5  3.5 30.5 31.5 3 166713.73   1.8318  1.124  0.1180  0.760 P  
10216.6940 10216.8840 0 0  0.5  0.5 22.5 23.5 3 496607.99   0.2656  0.530  0.1900  0.998 P  
10217.0790 10217.0930 0 0  3.5  3.5 13.5 12.5 1 481111.89   0.7672  0.134  0.0140  1.000 P  
10217.5000 10217.4580 1 2  2.5  2.5 30.5 29.5 1 178102.35   1.8417  0.959 -0.0420  0.933 P  
10217.5000 10217.5210 0 0  2.5  3.5  7.5  8.5 3   1622.07   1.8417  0.073  0.0210  0.067 Q  
10218.4780 10218.5340 0 0  1.5  1.5 25.5 26.5 3 493480.68   0.0819  0.590  0.0560  1.000 P  
10220.4000 10220.4240 0 0  2.5  3.5 11.5 12.5 3   5061.57   3.3743  0.134  0.0240  0.214 Q  
10220.4000 10220.4340 0 1  0.5  0.5 32.5 31.5 1 139997.27   3.3743  0.970  0.0340  0.690 Pb 
10220.4000 10220.5070 0 0  0.5  0.5 12.5 12.5 2   3246.09   3.3743  0.239  0.1070  0.096 Q  
10221.0160 10221.0190 0 0  3.5  3.5 13.5 12.5 1 480958.76   0.8327  0.134  0.0030  1.000 P  
10221.8650 10221.8760 0 0  2.5  3.5  9.5 10.5 3   3400.03   1.1123  0.101  0.0110  0.021 Q  
10221.8650 10221.8760 0 0  0.5  0.5 19.5 20.5 3 494447.71   1.1123  0.437  0.0110  0.892 P  
10222.0450 10222.2210 0 0  3.5  3.5 27.5 28.5 3 482978.08   0.3118  0.574  0.1760  1.000 P  
10222.3750 10222.4300 1 2  2.5  3.5 25.5 24.5 1   6938.04   6.7740  0.751  0.0550  0.497 Q  
10222.3750 10222.4400 1 3  0.5  0.5 38.5 37.5 1  74369.15   6.7740  1.533  0.0650  0.503 Q  
10223.0470 10223.0670 0 0  2.5  2.5 12.5 11.5 1 488734.59   0.6177  0.155  0.0200  1.000 P  
10223.2680 10223.2030 0 0  1.5  2.5  2.5  2.5 2   2086.05  10.6856  0.060 -0.0650  0.420 Q  
10223.2680 10223.2660 0 2  2.5  2.5 44.5 43.5 1  32884.52  10.6856  1.488 -0.0020  0.580 Q  
10223.5390 10223.4960 0 0  1.5  1.5 16.5 16.5 2   8640.04   1.3675  0.293 -0.0430  0.794 Q  
10223.5390 10223.5590 1 1  3.5  2.5 27.5 28.5 3   7264.36   1.3675  0.774  0.0200  0.206 Q  
10224.2690 10224.2800 0 0  0.5  0.5  8.5  7.5 1 537051.69   0.8219  0.160  0.0110  1.000 R  
10224.5210 10224.4890 0 0  0.5  0.5 22.5 23.5 3 496489.93   0.1312  0.533 -0.0320  1.000 P  
10224.8030 10224.7920 0 0  0.5  0.5 12.5 12.5 2   3242.37   5.4089  0.239 -0.0110  1.000 Q  
10226.1120 10226.1410 0 0  2.5  1.5 21.5 20.5 1   6223.66   0.9984  0.398  0.0290  0.501 Q  
10226.1120 10226.1510 1 1  3.5  2.5 11.5 10.5 1   8680.63   0.9984  0.314  0.0390  0.499 Q  
10228.2730 10228.3270 0 0  2.5  2.5 27.5 28.5 3 481343.73   0.2331  0.619  0.0540  0.998 P  
10229.0160 10229.0700 1 2  1.5  1.5 33.5 34.5 3 177179.85   0.0023  1.178  0.0540  1.000 P  
10229.7120 10229.6660 3 4  0.5  0.5 25.5 26.5 3 140636.91   0.3727  1.225 -0.0460  0.021 P  
10229.7120 10229.6870 0 0  1.5  1.5 26.5 27.5 3 494338.31   0.3727  0.631 -0.0250  0.383 P  
10229.7120 10229.7290 0 0  1.5  1.5 11.5 10.5 1 515946.14   0.3727  0.173  0.0170  0.596 R  
10230.6670 10230.8490 0 0  0.5  0.5  8.5  7.5 1 537053.28   0.8484  0.161  0.1820  0.986 R  
10231.2370 10231.3620 2 3  3.5  3.5 26.5 25.5 1 172263.21   1.0523  0.935  0.1250  1.000 P  
10231.8270 10231.7910 3 4  2.5  2.5 17.5 16.5 1 136407.62   0.6504  0.885 -0.0360  0.547 P  
10231.8270 10231.8540 0 0  2.5  2.5 20.5 20.5 2  12158.12   0.6504  0.361  0.0270  0.402 Q  
10232.9020 10232.8800 3 4  1.5  1.5 27.5 28.5 3 139250.84   8.1850  1.258 -0.0220  0.456 Pb 
10232.9020 10232.8900 0 0  2.5  3.5 13.5 14.5 3   6595.62   8.1850  0.174 -0.0120  0.544 Q  
10233.3000 10233.3090 0 0  2.5  3.5 11.5 12.5 3   5149.94   7.2106  0.136  0.0090  0.424 Q  
10233.3000 10233.3620 1 2  0.5  0.5 35.5 36.5 3 183144.35   7.2106  1.335  0.0620  0.576 Pb 
10234.6240 10234.6290 0 0  2.5  2.5 13.5 12.5 1 489600.72   0.5202  0.174  0.0050  1.000 P  
10235.2260 10235.1630 3 4  1.5  1.5 17.5 16.5 1 144019.03   0.7708  0.928 -0.0630  0.051 P  
10235.2260 10235.2360 0 0  3.5  3.5 14.5 13.5 1 483796.10   0.7708  0.154  0.0100  0.916 P  
10235.2260 10235.3100 3 4  1.5  1.5 26.5 27.5 3 139002.96   0.7708  1.213  0.0840  0.030 P  
10235.4540 10235.4980 1 2  0.5  0.5 26.5 25.5 1 188691.00   0.4613  0.905  0.0440  1.000 P  
10236.8070 10236.9230 1 2  0.5  0.5 27.5 26.5 1 188953.48   1.1312  0.945  0.1160  1.000 P  
10240.4530 10240.4880 0 0  3.5  3.5 14.5 13.5 1 483680.09   0.5727  0.155  0.0350  1.000 R  
10240.5970 10240.6970 0 0  3.5  3.5 24.5 24.5 2  14685.65   5.5558  0.442  0.1000  1.000 Q  
10241.6370 10241.5150 1 2  1.5  1.5 37.5 38.5 3 180690.04   0.6092  1.373 -0.1220  0.393 P  
10241.6370 10241.5680 0 0  2.5  2.5 19.5 19.5 2  13480.46   0.6092  0.334 -0.0690  0.607 Q  
10241.8040 10241.8090 0 0  2.5  3.5 14.5 15.5 3   7251.75   9.3509  0.196  0.0050  0.545 Q  
10241.8040 10241.8090 0 0  2.5  3.5 12.5 13.5 3   5937.63   9.3509  0.155  0.0050  0.455 Q  
10247.9300 10247.9390 3 4  3.5  3.5 17.5 16.5 1 136991.48   0.5764  0.847  0.0090  0.074 P  
10247.9300 10247.9600 0 0  1.5  1.5 11.5 10.5 1 515802.28   0.5764  0.175  0.0300  0.926 R  
10248.6600 10248.7260 2 4  2.5  2.5 33.5 32.5 1  90059.25   0.7169  1.338  0.0660  0.169 Q  
10248.6600 10248.7470 0 1  1.5  1.5 34.5 33.5 1 136350.69   0.7169  1.002  0.0870  0.831 P  
10249.8330 10249.8610 0 0  1.5  1.5 24.5 25.5 3 493098.66   0.4897  0.563  0.0280  0.986 P  
10250.5150 10250.4070 0 0  2.5  1.5 23.5 22.5 1   6639.53   1.2493  0.463 -0.1080  0.253 Q  
10250.5150 10250.4070 3 4  1.5  1.5 17.5 16.5 1 143812.36   1.2493  0.926 -0.1080  0.747 P  
10251.4930 10251.5420 0 0  0.5  1.5  8.5  9.5 3   2954.85   1.1905  0.161  0.0490  0.126 Q  
10251.4930 10251.5740 2 3  1.5  1.5 25.5 24.5 1 177626.84   1.1905  1.000  0.0810  0.874 P  
10252.2470 10252.4250 0 0  0.5  0.5 23.5 24.5 3 497168.17   0.3021  0.568  0.1780  1.000 P  
10252.6160 10252.6350 0 0  2.5  3.5 13.5 14.5 3   6646.59   1.7291  0.176  0.0190  0.791 Q  
10252.6160 10252.7090 0 0  1.5  2.5  5.5  5.5 2   3044.07   1.7291  0.083  0.0930  0.209 Q  
10253.0900 10253.4660 2 3  3.5  3.5 24.5 23.5 1 169992.18   0.5769  0.872  0.3760  0.104 P  
10253.0900 10253.4870 0 0  2.5  2.5 13.5 12.5 1 489333.45   0.5769  0.176  0.3970  0.896 R  
10253.8500 10253.8550 0 0  0.5  0.5 20.5 21.5 3 495193.47   0.6124  0.471  0.0050  1.000 P  
10254.5160 10254.5380 1 2  1.5  1.5 29.5 28.5 1 185070.78   0.3452  0.973  0.0220  0.914 P  
10255.1130 10255.1270 0 0  3.5  3.5 15.5 14.5 1 485891.60   0.6809  0.176  0.0140  0.930 P  
10255.1130 10255.2010 3 4  2.5  2.5 27.5 28.5 3 134645.61   0.6809  1.202  0.0880  0.032 P  
10256.0610 10256.0630 1 1  2.5  2.5  8.5  9.5 3 250944.34   0.2346  0.303  0.0020  0.995 R  
